epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,8228.41,0.74993,0.47974,1.02453,0.88942,0.83948,0.88903,0.64185,1.0982,0.64509,1.30709,0.003697,0.003697,0.003697
193,8271.2,0.73896,0.47578,1.01656,0.89344,0.83461,0.88882,0.6431,1.09626,0.64756,1.30563,0.003664,0.003664,0.003664
194,8314.01,0.74124,0.47504,1.02282,0.88962,0.83718,0.88811,0.64376,1.09435,0.64546,1.30433,0.003631,0.003631,0.003631
195,8356.77,0.74246,0.47416,1.02353,0.89312,0.83441,0.88906,0.64387,1.09469,0.64617,1.30511,0.003598,0.003598,0.003598
196,8399.48,0.73747,0.47382,1.01833,0.88588,0.84174,0.88881,0.64464,1.09458,0.6474,1.30565,0.003565,0.003565,0.003565
197,8442.29,0.73411,0.47042,1.0157,0.88471,0.84385,0.88922,0.64403,1.09439,0.64521,1.30651,0.003532,0.003532,0.003532
198,8484.73,0.73227,0.4661,1.01657,0.886,0.84108,0.88924,0.64426,1.09561,0.6471,1.30784,0.003499,0.003499,0.003499
199,8527.35,0.73401,0.46553,1.01785,0.88627,0.84,0.88841,0.64476,1.09485,0.64644,1.30873,0.003466,0.003466,0.003466
200,8570.34,0.73081,0.47013,1.01405,0.88813,0.84053,0.88918,0.64569,1.09253,0.64497,1.30806,0.003433,0.003433,0.003433
201,8613.07,0.7308,0.47221,1.019,0.89188,0.83817,0.88885,0.6458,1.09033,0.64365,1.30759,0.0034,0.0034,0.0034
202,8656.03,0.72782,0.46189,1.01412,0.8934,0.83695,0.88881,0.64606,1.08898,0.64292,1.30586,0.003367,0.003367,0.003367
203,8698.8,0.71897,0.45896,1.01367,0.89048,0.83955,0.8894,0.64598,1.08733,0.64206,1.30528,0.003334,0.003334,0.003334
204,8741.41,0.72117,0.45849,1.0124,0.89029,0.84034,0.88974,0.6465,1.08562,0.64077,1.30442,0.003301,0.003301,0.003301
205,8783.9,0.71349,0.45691,1.01128,0.88899,0.84107,0.88907,0.64705,1.08639,0.64091,1.30606,0.003268,0.003268,0.003268
206,8826.66,0.7168,0.45527,1.00983,0.88874,0.83998,0.88829,0.64673,1.08657,0.64101,1.30636,0.003235,0.003235,0.003235
207,8869.29,0.71379,0.45881,1.00971,0.89138,0.83929,0.88924,0.64766,1.08508,0.64003,1.30547,0.003202,0.003202,0.003202
208,8911.91,0.71706,0.46056,1.01325,0.89224,0.83753,0.88948,0.64741,1.08423,0.64067,1.30479,0.003169,0.003169,0.003169
209,8954.4,0.712,0.45238,1.00957,0.89885,0.83163,0.88912,0.64811,1.08455,0.64125,1.30625,0.003136,0.003136,0.003136
210,8997.02,0.70884,0.4522,1.00703,0.9006,0.83296,0.89014,0.64833,1.0836,0.6419,1.30635,0.003103,0.003103,0.003103
211,9039.82,0.70464,0.45021,1.00542,0.89972,0.83222,0.88973,0.6486,1.08292,0.64158,1.30684,0.00307,0.00307,0.00307
212,9082.51,0.70575,0.44803,1.00589,0.89726,0.834,0.88986,0.64918,1.08309,0.64106,1.3075,0.003037,0.003037,0.003037
213,9125.3,0.70226,0.44775,1.0021,0.8978,0.83347,0.88953,0.64897,1.08252,0.64015,1.30764,0.003004,0.003004,0.003004
214,9167.86,0.69592,0.44088,1.00307,0.89552,0.83745,0.89009,0.64951,1.08249,0.64092,1.30773,0.002971,0.002971,0.002971
215,9210.5,0.69953,0.44641,1.00298,0.89574,0.83909,0.89057,0.64956,1.08219,0.64021,1.3077,0.002938,0.002938,0.002938
216,9253.1,0.69604,0.44294,1.00212,0.8933,0.83897,0.89036,0.65006,1.08109,0.64033,1.30762,0.002905,0.002905,0.002905
217,9295.68,0.6997,0.44461,0.99963,0.8937,0.83808,0.88996,0.65009,1.0806,0.63941,1.30859,0.002872,0.002872,0.002872
218,9338.3,0.69038,0.43775,0.99923,0.89999,0.83502,0.89024,0.65048,1.07892,0.63917,1.30804,0.002839,0.002839,0.002839
219,9381.02,0.69434,0.43696,0.99866,0.89856,0.83661,0.89037,0.65043,1.07782,0.63853,1.30763,0.002806,0.002806,0.002806
220,9423.43,0.6846,0.43577,0.99567,0.89391,0.83936,0.89061,0.65076,1.07741,0.6381,1.30758,0.002773,0.002773,0.002773
221,9466.29,0.68614,0.43721,0.9984,0.8939,0.84032,0.89116,0.65105,1.0769,0.63736,1.30795,0.00274,0.00274,0.00274
222,9508.84,0.68333,0.43445,0.99408,0.89311,0.84123,0.89063,0.65092,1.07639,0.6369,1.3081,0.002707,0.002707,0.002707
223,9551.57,0.68251,0.43369,0.9931,0.89354,0.8396,0.89057,0.65151,1.07552,0.63608,1.30763,0.002674,0.002674,0.002674
224,9594.09,0.69049,0.43626,0.99747,0.89489,0.83941,0.89082,0.65221,1.07421,0.6361,1.30767,0.002641,0.002641,0.002641
225,9636.84,0.67214,0.4304,0.99368,0.89502,0.83972,0.89043,0.65282,1.07331,0.63546,1.30774,0.002608,0.002608,0.002608
226,9679.45,0.67838,0.43059,0.99265,0.8952,0.83893,0.8904,0.65298,1.07338,0.63524,1.30871,0.002575,0.002575,0.002575
227,9722.18,0.67419,0.4264,0.98673,0.89659,0.83709,0.89092,0.65323,1.07233,0.63465,1.30805,0.002542,0.002542,0.002542
228,9764.9,0.67166,0.42334,0.99071,0.89825,0.83599,0.89094,0.65344,1.0715,0.63513,1.30779,0.002509,0.002509,0.002509
229,9807.53,0.67246,0.42514,0.98875,0.89671,0.83687,0.89122,0.65353,1.07006,0.6345,1.30695,0.002476,0.002476,0.002476
230,9850.42,0.6663,0.41981,0.98707,0.89786,0.8366,0.89089,0.6536,1.06935,0.63453,1.3066,0.002443,0.002443,0.002443
231,9893.12,0.67106,0.42395,0.99127,0.90012,0.83602,0.89137,0.65363,1.06868,0.6344,1.30673,0.00241,0.00241,0.00241
232,9935.94,0.66535,0.42298,0.9881,0.90219,0.83343,0.89041,0.65389,1.06814,0.63419,1.30713,0.002377,0.002377,0.002377
233,9978.62,0.66096,0.42089,0.98502,0.8986,0.83575,0.891,0.6539,1.06719,0.63389,1.307,0.002344,0.002344,0.002344
234,10021.4,0.65999,0.41687,0.98303,0.89798,0.83542,0.89102,0.65435,1.06682,0.63398,1.30732,0.002311,0.002311,0.002311
235,10063.9,0.66002,0.41922,0.98415,0.89778,0.83627,0.89124,0.65505,1.06601,0.63495,1.30698,0.002278,0.002278,0.002278
236,10106.5,0.65311,0.40952,0.98269,0.89987,0.83612,0.89141,0.65527,1.06531,0.63502,1.30731,0.002245,0.002245,0.002245
237,10149,0.65407,0.4155,0.97947,0.89712,0.83812,0.89152,0.65528,1.06474,0.63459,1.30722,0.002212,0.002212,0.002212
238,10191.7,0.65882,0.41706,0.98277,0.89754,0.83765,0.89149,0.65564,1.06373,0.63453,1.30678,0.002179,0.002179,0.002179
239,10234.5,0.65362,0.41498,0.97973,0.89858,0.83753,0.89144,0.65615,1.06352,0.63394,1.30748,0.002146,0.002146,0.002146
240,10277.1,0.64631,0.41177,0.97935,0.89941,0.83722,0.89124,0.65638,1.06306,0.63369,1.30761,0.002113,0.002113,0.002113
241,10319.7,0.64495,0.40748,0.97796,0.89963,0.83815,0.89175,0.65706,1.06188,0.63351,1.30719,0.00208,0.00208,0.00208
242,10362.4,0.6413,0.40654,0.97713,0.89889,0.83847,0.89162,0.65706,1.06209,0.63323,1.30815,0.002047,0.002047,0.002047
243,10404.9,0.63639,0.40211,0.97404,0.89841,0.83824,0.89194,0.65721,1.06139,0.63289,1.30813,0.002014,0.002014,0.002014
244,10447.6,0.63928,0.40322,0.97803,0.89869,0.83702,0.89165,0.65741,1.06064,0.63266,1.30769,0.001981,0.001981,0.001981
245,10490.1,0.6389,0.40217,0.97675,0.89857,0.83519,0.89158,0.6578,1.06003,0.6323,1.30775,0.001948,0.001948,0.001948
246,10532.8,0.63577,0.40057,0.97374,0.89914,0.83596,0.89205,0.65821,1.05973,0.63201,1.30784,0.001915,0.001915,0.001915
247,10575.4,0.63321,0.4001,0.97249,0.89909,0.83607,0.89221,0.65871,1.05911,0.63248,1.3078,0.001882,0.001882,0.001882
248,10618.2,0.63837,0.3995,0.97475,0.89846,0.83501,0.89211,0.65851,1.0587,0.6326,1.30768,0.001849,0.001849,0.001849
249,10661,0.63131,0.39605,0.9717,0.89819,0.83585,0.89222,0.65852,1.05871,0.63316,1.3078,0.001816,0.001816,0.001816
250,10703.5,0.62644,0.39507,0.9691,0.89919,0.83591,0.8925,0.65869,1.05868,0.63285,1.30868,0.001783,0.001783,0.001783
251,10746.2,0.62783,0.3925,0.96944,0.89942,0.83685,0.89277,0.65866,1.05891,0.63263,1.30929,0.00175,0.00175,0.00175
252,10789.1,0.62897,0.39811,0.97114,0.90005,0.83629,0.8924,0.6588,1.05788,0.6324,1.30906,0.001717,0.001717,0.001717
253,10831.7,0.62046,0.3913,0.96765,0.89939,0.83665,0.89237,0.6589,1.05766,0.63251,1.30876,0.001684,0.001684,0.001684
254,10874.3,0.62531,0.39648,0.9709,0.89983,0.83697,0.89184,0.65922,1.05744,0.63266,1.30898,0.001651,0.001651,0.001651
255,10916.9,0.61878,0.3902,0.96592,0.89984,0.8371,0.89241,0.66007,1.05708,0.63204,1.30905,0.001618,0.001618,0.001618
256,10959.9,0.61126,0.38515,0.96352,0.89955,0.83658,0.89252,0.66018,1.0563,0.63251,1.30884,0.001585,0.001585,0.001585
257,11002.6,0.61236,0.38655,0.96339,0.89868,0.83833,0.89264,0.66003,1.05652,0.6321,1.30922,0.001552,0.001552,0.001552
258,11045.3,0.61373,0.38545,0.96303,0.89821,0.83899,0.8929,0.66041,1.05618,0.6322,1.3093,0.001519,0.001519,0.001519
259,11088.2,0.60842,0.38368,0.96434,0.89654,0.84072,0.8931,0.66045,1.05578,0.63133,1.30922,0.001486,0.001486,0.001486
260,11130.7,0.61001,0.38221,0.96201,0.89626,0.84094,0.89306,0.66088,1.05493,0.63118,1.30867,0.001453,0.001453,0.001453
261,11173.3,0.60373,0.38169,0.96064,0.89636,0.84117,0.89334,0.66087,1.05478,0.63084,1.30876,0.00142,0.00142,0.00142
262,11216.1,0.59976,0.37972,0.95936,0.89578,0.8417,0.89332,0.66133,1.05407,0.6304,1.30858,0.001387,0.001387,0.001387
263,11258.9,0.60135,0.37959,0.9601,0.89829,0.84013,0.89337,0.66108,1.05381,0.63096,1.30874,0.001354,0.001354,0.001354
264,11301.7,0.60007,0.37954,0.96096,0.89838,0.83965,0.89331,0.66131,1.05351,0.6307,1.3089,0.001321,0.001321,0.001321
265,11344.3,0.59533,0.37568,0.95937,0.89809,0.83943,0.89345,0.66127,1.05315,0.63062,1.3093,0.001288,0.001288,0.001288
266,11387,0.5966,0.37644,0.95883,0.89841,0.84008,0.89387,0.66191,1.05297,0.63058,1.30951,0.001255,0.001255,0.001255
267,11429.6,0.59493,0.37362,0.95777,0.89831,0.84036,0.89359,0.66189,1.0526,0.63045,1.30962,0.001222,0.001222,0.001222
268,11472.1,0.58413,0.36697,0.95424,0.89874,0.83949,0.89362,0.66201,1.05255,0.63019,1.3099,0.001189,0.001189,0.001189
269,11514.6,0.59184,0.37197,0.95611,0.89899,0.83975,0.8938,0.66235,1.05219,0.6307,1.30951,0.001156,0.001156,0.001156
270,11557.2,0.58702,0.36915,0.95607,0.89847,0.84077,0.8939,0.66272,1.05188,0.63059,1.30982,0.001123,0.001123,0.001123
271,11600.1,0.58143,0.36793,0.95128,0.89896,0.84058,0.89423,0.66309,1.05173,0.6302,1.31026,0.00109,0.00109,0.00109
272,11642.7,0.58203,0.36852,0.95323,0.89894,0.83997,0.89412,0.6631,1.05118,0.63002,1.31014,0.001057,0.001057,0.001057
273,11685.1,0.58161,0.36494,0.95341,0.89882,0.83999,0.89417,0.66335,1.05098,0.63003,1.31003,0.001024,0.001024,0.001024
274,11727.8,0.57759,0.36429,0.95078,0.89913,0.83962,0.89433,0.66332,1.05039,0.62976,1.31,0.000991,0.000991,0.000991
275,11770.3,0.57843,0.36683,0.95258,0.89952,0.83992,0.89459,0.66353,1.04994,0.63008,1.31005,0.000958,0.000958,0.000958
276,11812.9,0.57396,0.36272,0.94877,0.89813,0.84127,0.89473,0.66364,1.04937,0.62994,1.30998,0.000925,0.000925,0.000925
277,11855.8,0.574,0.36431,0.94865,0.90037,0.8386,0.89492,0.66362,1.04901,0.62942,1.31008,0.000892,0.000892,0.000892
278,11898.3,0.57431,0.3644,0.95,0.90033,0.83822,0.89501,0.66388,1.04857,0.62992,1.30994,0.000859,0.000859,0.000859
279,11941,0.57399,0.36055,0.9487,0.90069,0.83768,0.89509,0.66413,1.0483,0.62957,1.3102,0.000826,0.000826,0.000826
280,11983.6,0.56529,0.35889,0.9468,0.90065,0.83735,0.89516,0.66416,1.04781,0.6294,1.31042,0.000793,0.000793,0.000793
281,12026.2,0.56934,0.35815,0.94888,0.90103,0.83775,0.89526,0.66459,1.04781,0.63013,1.31104,0.00076,0.00076,0.00076
282,12069,0.55959,0.35246,0.94307,0.90175,0.83779,0.895,0.66476,1.04747,0.63021,1.3112,0.000727,0.000727,0.000727
283,12111.6,0.55904,0.35496,0.94531,0.90196,0.83815,0.89556,0.66478,1.04744,0.63058,1.31149,0.000694,0.000694,0.000694
284,12154.2,0.5602,0.35144,0.941,0.90209,0.83896,0.89576,0.66518,1.04689,0.63071,1.3114,0.000661,0.000661,0.000661
285,12196.9,0.55706,0.3509,0.94237,0.90219,0.83867,0.89583,0.66547,1.04699,0.63051,1.31171,0.000628,0.000628,0.000628
286,12239.5,0.55941,0.35208,0.94494,0.9021,0.83847,0.89584,0.66525,1.04661,0.63062,1.31198,0.000595,0.000595,0.000595
287,12282.2,0.55505,0.35243,0.94305,0.90192,0.83841,0.89591,0.66552,1.04642,0.63138,1.31199,0.000562,0.000562,0.000562
288,12324.9,0.54907,0.34727,0.9403,0.902,0.83898,0.89588,0.66564,1.04631,0.63131,1.31246,0.000529,0.000529,0.000529
289,12367.6,0.55355,0.34828,0.94194,0.90221,0.83881,0.89593,0.66557,1.04592,0.63165,1.31258,0.000496,0.000496,0.000496
290,12410.2,0.55133,0.34688,0.94048,0.90209,0.83881,0.89576,0.66576,1.04606,0.63212,1.31293,0.000463,0.000463,0.000463
291,12456.4,0.54754,0.29735,0.91368,0.90312,0.83867,0.8959,0.66596,1.04548,0.63204,1.31304,0.00043,0.00043,0.00043
292,12498.6,0.51686,0.27848,0.90096,0.90287,0.83879,0.89599,0.66628,1.04544,0.63204,1.31341,0.000397,0.000397,0.000397
293,12540.7,0.5033,0.27271,0.89366,0.90332,0.83911,0.89594,0.66642,1.04502,0.6323,1.31334,0.000364,0.000364,0.000364
294,12582.9,0.50043,0.27044,0.89409,0.90198,0.83989,0.89597,0.66656,1.04481,0.6325,1.31361,0.000331,0.000331,0.000331
295,12625.2,0.49229,0.26717,0.89001,0.90316,0.83919,0.89608,0.6668,1.04472,0.63287,1.31356,0.000298,0.000298,0.000298
296,12667.5,0.49075,0.26628,0.89022,0.90255,0.83849,0.89603,0.66731,1.0439,0.63289,1.31359,0.000265,0.000265,0.000265
297,12709.7,0.4849,0.26519,0.88707,0.90358,0.83822,0.89611,0.66755,1.04379,0.63302,1.31392,0.000232,0.000232,0.000232
298,12752,0.48157,0.26236,0.8835,0.904,0.83834,0.89606,0.66787,1.04358,0.63289,1.31404,0.000199,0.000199,0.000199
299,12794.2,0.47356,0.25999,0.88281,0.90502,0.83671,0.89605,0.66761,1.04328,0.6332,1.31431,0.000166,0.000166,0.000166
300,12836.2,0.47446,0.25989,0.88276,0.90494,0.83705,0.89594,0.66802,1.04279,0.63357,1.31442,0.000133,0.000133,0.000133
